Bug-ID ,Project ,Classification,Summary,Link,Enviroment ,
AXIS-1403,Axis,Functional issue,calling MessageElement#getChildren with a Text-Only content returns an empty list,https://issues.apache.org/jira/browse/AXIS-1403?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
XERCESJ-1100,Xerces2-J,Functional issue,Error when <import> refers to a schema inlined in another XML document,https://issues.apache.org/jira/browse/XERCESJ-1100?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
CONTINUUM-368,Continuum,Functional issue,"Exception is thrown when building a project that uses ""extend"" in project.xml",https://issues.apache.org/jira/browse/CONTINUUM-368?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
HARMONY-56,Harmony,Functional issue,java.net.InetAddress.getAllByName(null) throws UnknownHostException instead of valid InetAddress,https://issues.apache.org/jira/browse/HARMONY-56?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
FILEUPLOAD-65,Commons FileUpload,Functional issue,Problems uploading image file using multipart form request,https://issues.apache.org/jira/browse/FILEUPLOAD-65?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
STR-145,Struts,Functional issue,unintuitive NullPointerException for wrong configuration entry,https://issues.apache.org/jira/browse/STR-145?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22error%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
41031,Tomcat Connectors,Functional issue,ISAPI redirector crashes IIS with access violation,41031,APACHE ,
19217,Fop - Now in Jira,Functional issue,NullPointerException - Parsing document,19217,APACHE ,
42959,Tomcat Connectors,Functional issue,"tomcat-connectors-1,2,23-src: source code fails to compile",42959,APACHE ,
13025,Apache httpd-2,Functional issue,CGI and POST-requests broken when DAV enabled,13025,APACHE ,
15840,Taglibs,Functional issue,MessageTag causes NullPointer Exception,15840,APACHE ,
16288,Apache httpd-2,Functional issue,Crash on console startup in ap_recent_ctime,16288,APACHE ,
52402,Apache httpd-2,Functional issue,balancer setup crashes apache during start,52402,APACHE ,
36297,Lenya,Functional issue,Delete Language Version does not work,36297,APACHE ,
1264,JMeter,Functional issue,timers control doesnt match with results,1264,APACHE ,
36171,Ant,Functional issue,-noclasspath crashes ant if no system classpath is set,36171,APACHE ,
971,Fop - Now in Jira,Functional issue,FATAL ERROR: no transformer class found,971,APACHE ,
37708,Security - Now in JIRA,Functional issue,Different behaviour with NodeSet and RootNode with InclusiveNamespaces,37708,APACHE ,
39712,Fop - Now in Jira,Functional issue,"NullPointerExeption on table with border-separation=""[value]""",39712,APACHE ,
37456,Security - Now in JIRA,Functional issue,Signing throws an exception if custom resource resolver is registered,37456,APACHE ,
24329,Apache httpd-2,Functional issue,"win32 Apache 2,0,48 build broken!!! missing ssl-std,conf",24329,APACHE ,
1782,Xerces-J,Functional issue,< and > are not quoted properly in HTML and XHTML output,1782,APACHE ,
41448,Fop - Now in Jira,Functional issue,"java,lang,ClassCastException: org,apache,fop,layoutmgr,inline,WrapperLayoutManager",41448,APACHE ,
29323,Lenya,Functional issue,"Build fails due to publication-tests,xml build target",29323,APACHE ,
1292,JMeter,Functional issue,"version 1,6 JMeterThread calls getSampler with entry == null",1292,APACHE ,
625,Ant,Functional issue,"Fail to handle the external entity,,,",625,APACHE ,
15549,JMeter,Functional issue,Fixes to ResponseAssertion to make it thread safe,15549,APACHE ,
10107,Apache httpd-2,Functional issue,"Random (frequent) error - pages not loading in Netscape 4,x",10107,APACHE ,
1759,Fop - Now in Jira,Functional issue,table-omit-footer-at-break sometimes cause crash,1759,APACHE ,
48272,Apache httpd-2,Functional issue,mod_proxy_fcgi crashes Apache on invalid headers,48272,APACHE ,
50309,Apache httpd-2,Functional issue,Apache is crashing during graceful restart,50309,APACHE ,
49155,APR,Functional issue,mod_rewrite logging crashes apache 64 bit builds on windows,49155,APACHE ,
33010,Apache httpd-2,Functional issue,"loading mod_logio,so on win2k resulting apache crash",33010,APACHE ,
38053,Fop - Now in Jira,Functional issue,"FOP SVN TRUNK crashes at inline page manager and Knuth inline box,",38053,APACHE ,
41965,Fop - Now in Jira,Functional issue,fop crashes on break-after,41965,APACHE ,
40387,Fop - Now in Jira,Functional issue,"PFMFile,load() crashes if a font has a name longer than 16 characters and also if parsing pfm files larger than 2048 bytes",40387,APACHE ,
816,Xerces-J,Functional issue,"The parser does not raise an error when the facet ""minLength"" for the datatype ""language"" has a value other than nonNegativeInteger,",816,APACHE ,
1243,Fop - Now in Jira,Functional issue,"Error in org\apache\fop\apps\Options,java",1243,APACHE ,
58,Batik - Now in Jira,Functional issue,Gradient stops error handling,58,APACHE ,
34485,APR,Functional issue,i am getting Error preallocating sequence numbers while inserting row into oracle tablre using toplink,34485,APACHE ,
35237,Batik - Now in Jira,Functional issue,"1,6 introduced errors with SVG saving",35237,APACHE ,
55558,Apache httpd-2,Functional issue,mod_proxy_fcgi+mod_deflate error with header-only output stream record,55558,APACHE ,
47508,Fop - Now in Jira,Functional issue,"There is an error while writing the TLE's while writing the attribute qualifier in the afp output,",47508,APACHE ,
36729,Fop - Now in Jira,Functional issue,Font metrics-url and embed-url are aways absolute; fails without good error message,36729,APACHE ,
42147,Tomcat Connectors,Functional issue,mod_jk: JkLogLevel set to error; however apparently logging at info,42147,APACHE ,
40188,Lenya,Functional issue,compilation error; missing axis jar on classpath,40188,APACHE ,
33801,Fop - Now in Jira,Functional issue,"FOP 0,20,5 AWTRenderer: Sometimes rendering fails in the middle of a table with no error message",33801,APACHE ,
44210,Lenya,Functional issue,Error parsing parameters: mandatory parameter 'document-language' not found [docu:live:::expires],44210,APACHE ,
42608,Tomcat 5,Functional issue,"Invalid Content-Length error for the binary file size greater than 2,1GB",42608,APACHE ,
42931,Lenya,Functional issue,"Error message ""document checked out"" not i18n-ized",42931,APACHE ,
34521,Lenya,Functional issue,error notification for wrong characters in uploaded filename and define space as wrong character,34521,APACHE ,
45971,Fop - Now in Jira,Functional issue,[PATCH] Fop CLI Errors,45971,APACHE ,
41500,Fop - Now in Jira,Functional issue,ClassCastException when fo:wrapper is used as a child of fo:block-container,41500,APACHE ,
13567,Xindice,Functional issue,"Running xindice,war in Tomcat - error java,lang,NullPointerException",13567,APACHE ,
36334,Lenya,Functional issue,"[PATCH] JCR ConfigurationException on start-up,",36334,APACHE ,
964,Fop - Now in Jira,Functional issue,"FOP 0,17 throws exception with basic-link in xsl-region-before/after",964,APACHE ,
1339,ORO,Functional issue,"StringIndexOutOfBoundsException During Simple Perl5Util,split",1339,APACHE ,
47953,Fop - Now in Jira,Functional issue,NullPointerException in AFPRendererConfigurator,47953,APACHE ,
47781,Fop - Now in Jira,Functional issue,"GRAVE: Exception: java,lang,NullPointerException when unsing fop",47781,APACHE ,
39553,Fop - Now in Jira,Functional issue,NullpointerException in RTFHandler,39553,APACHE ,
39607,Fop - Now in Jira,Functional issue,[PATCH] NullPointerException in RtfTableRow : tableBorderAttributes,39607,APACHE ,
55345,Tomcat 8,Functional issue,"Webresources class AbstractResourceSet throws exception upon callong ServletContext,getRealPath("""")",55345,APACHE ,
53468,Fop - Now in Jira,Functional issue,[PATCH] FOP with fop-pdf-images throws ImageException,53468,APACHE ,
43591,Fop - Now in Jira,Functional issue,NullPointerException when min-height is specified for table-row,43591,APACHE ,
38605,Security - Now in JIRA,Functional issue,X509CertificateResolver throws NullPointerException,38605,APACHE ,
48555,Fop - Now in Jira,Functional issue,IndexOutOfBoundsException in TableCellLayoutManager,48555,APACHE ,
42024,Fop - Now in Jira,Functional issue,ClassCastException: InlineLayoutManager cannot be cast to BlockLevelLayoutManager,42024,APACHE ,
49452,Fop - Now in Jira,Functional issue,"NullPointerException in LineHeightPropertyMaker,java:57",49452,APACHE ,
41296,Lenya,Functional issue,"""Checkin"" menu item leads to exception",41296,APACHE ,
37270,Fop - Now in Jira,Functional issue,IndexOutOfBoundsException due to absent table-cells,37270,APACHE ,
33393,Security - Now in JIRA,Functional issue,"Base64 Transform throws ""Stream is closed"" IOExceptions",33393,APACHE ,
39608,Fop - Now in Jira,Functional issue,"NullPointerException when redering ,fo file in TableLayoutManager,initialize",39608,APACHE ,
54094,Fop - Now in Jira,Functional issue,"break-before=""page"" causes IllegalArgumentException",54094,APACHE ,
50988,Fop - Now in Jira,Functional issue,[Patch] White-space fo character element throws NullPointerException,50988,APACHE ,
37412,Fop - Now in Jira,Functional issue,"nullpointer exception in ListItemContentLayoutManager,addAreas",37412,APACHE ,
36044,Security - Now in JIRA,Functional issue,Canonicalizing an empty node-set throws an ArrayIndexOutOfBoundsException,36044,APACHE ,
37415,Fop - Now in Jira,Functional issue,"java,lang,ClassCastException: org,apache,fop,layoutmgr,PaddingElement",37415,APACHE ,
49837,Fop - Now in Jira,Functional issue,Regression: soft hyphen character gives IllegalArgumentException,49837,APACHE ,
39560,Fop - Now in Jira,Functional issue,Null Pointer Exception (when a table cloned due to a retrieve-marker operation),39560,APACHE ,
40556,Fop - Now in Jira,Functional issue,"[PATCH] IndexOutOfBoundsException at ListItemLayoutManager,java:495",40556,APACHE ,
37725,Fop - Now in Jira,Functional issue,"NullPointerException in -rtf only (not pdf; txt; png,,)",37725,APACHE ,
51032,Fop - Now in Jira,Functional issue,"NullpointerException on invalid attribute values for text-decoration,",51032,APACHE ,
3497,Fop - Now in Jira,Functional issue,"id already exists error when using span=""all"" attribute",3497,APACHE ,
48021,Apache httpd-2,Functional issue,File upload broken,48021,APACHE ,
22684,Apache httpd-2,Functional issue,AddCharset default conf is wrong from latin5 to latin9,22684,APACHE ,
32832,Tomcat 5,Functional issue,"request,getSession(false) fails to return null,",32832,APACHE ,
33503,Slide,Functional issue,PropPatchMethod() fails with duplicate names in different namespaces,33503,APACHE ,
35367,Lenya,Functional issue,Build fails: XConfToolTask not found,35367,APACHE ,
55587,APR,Functional issue,CYGWIN fails to load modules,55587,APACHE ,
39809,Fop - Now in Jira,Functional issue,ant task fails in fop-trunk,39809,APACHE ,
52898,Rivet,Functional issue,"parse,tcl: auto_path failes for pathes with spaces",52898,APACHE ,
41381,Tomcat Connectors,Functional issue,mod_jk segfaults; if fail_on_status is used,41381,APACHE ,
1274,Batik - Now in Jira,Functional issue,java compilation bugs,1274,APACHE ,
27370,Apache httpd-2,Functional issue,Fix segmentation fault on stale cache when mod_disk_cache is used,27370,APACHE ,
652,Fop - Now in Jira,Functional issue,"Problem compiling with new TTFs because ttffont-file,xsl not found",652,APACHE ,
41681,Lenya,Functional issue,caching is broken in trunk,41681,APACHE ,
50510,Fop - Now in Jira,Functional issue,No content in the generated rtf file using FOP after revision 1036000,50510,APACHE ,
42853,Tomcat Connectors,Functional issue,mod_jk fails to pass correct path after mod_rewrite,42853,APACHE ,
36720,Fop - Now in Jira,Functional issue,erroneous cell overlap code,36720,APACHE ,
36639,Security - Now in JIRA,Functional issue,"KeyValue,getPublicKey does not work",36639,APACHE ,
42197,Lenya,Functional issue,Search page loses results when switching the language,42197,APACHE ,
45328,JMeter,Functional issue,SOAP-call does not support Unicode data,45328,APACHE ,
37097,Log4j - Now in Jira,Functional issue,NDC column does not sort properly on double-click if some of the NDC values are null,37097,APACHE ,
34621,Apache httpd-2,Functional issue,Undeclared identifier BINDPROCESS,34621,APACHE ,
1383,Fop - Now in Jira,Functional issue,"Cannot compile on Japanese locale (ja_JP,EUC)",1383,APACHE ,
49586,Fop - Now in Jira,Functional issue,Copy Paste of Japanese charactres are not working in PDF document,49586,APACHE ,
45667,Fop - Now in Jira,Functional issue,NPE when having an empty <fo:inline>-element with hyphenation turned on,45667,APACHE ,
55822,APR,Functional issue,Can't compile with bundled apr/apr-util,55822,APACHE ,
40290,Security - Now in JIRA,Functional issue,"NPE SignedInfo,getCanonicalizationMethodURI 1,4,Beta2",40290,APACHE ,
33749,Rivet,Functional issue,Broken build,33749,APACHE ,
37545,Fop - Now in Jira,Functional issue,keep-with-next broken,37545,APACHE ,
41946,POI,Functional issue,Corruption issues writing PPT,41946,APACHE ,
53009,POI,Functional issue,Problem creating header and footer,53009,APACHE ,
36358,Lenya,Functional issue,Workflow: Role condition applies to request roles; not to actual roles,36358,APACHE ,
39200,Security - Now in JIRA,Functional issue,"XMLCipher-loadEncryptedKey() doesn't set the correct CarriedKeyName element,",39200,APACHE ,
41340,Lenya,Functional issue,Can't create internal links with Kupu,41340,APACHE ,
35059,JMeter,Functional issue,RuntimeController not working correctly,35059,APACHE ,
42877,Lenya,Functional issue,"""restore"" out of the trash and out of the archive does not work",42877,APACHE ,
955,Fop - Now in Jira,Functional issue,Bug with last font character at PFMReader and TTFReader,955,APACHE ,
40583,Fop - Now in Jira,Functional issue,Under Cygwin; fop bash script CLASSPATH problem,40583,APACHE ,
47481,Fop - Now in Jira,Functional issue,"RTF files don't work in TextEdit,app or Pages,app on the Mac",47481,APACHE ,
40519,Fop - Now in Jira,Functional issue,"While generating output as image/tiff it is only possible to use PackBits compression,",40519,APACHE ,
47835,Fop - Now in Jira,Functional issue,Percentages not working for provisional-distance-between-starts,47835,APACHE ,
39701,Fop - Now in Jira,Functional issue,NPE in PropertyList,39701,APACHE ,
41424,Lenya,Functional issue,"""import content"" heuristics fail when index page language is not english,",41424,APACHE ,
720,Xerces-J,Functional issue,Schema constraint voilation not reported by the parser,720,APACHE ,
497,ORO,Functional issue,ORO dies while trying to match a String with wierd characters BugRat Report#831,497,APACHE ,
41474,Security - Now in JIRA,Functional issue,two text nodes with the value '\n' in succession within <ds:SignedInfo> and <ds:X509IssuerSerial>,41474,APACHE ,
38710,Fop - Now in Jira,Functional issue,NPE with fo:title,38710,APACHE ,
380753,Acceleo,Functional issue,Java launch debug session aborts after 10 seconds,https://bugs.eclipse.org/bugs/show_bug.cgi?id=380753,ECLIPSE,
132632,BIRT,Functional issue,org.eclipse.birt.report.debug.ui compiles error in daily build 20060321,https://bugs.eclipse.org/bugs/show_bug.cgi?id=132632,ECLIPSE,
103378,BIRT,Functional issue,Structure Changed event is fired in the wrong drawing sequence.,103378,ECLIPSE,
35092,CDT,Functional issue,Debugger don't show Variables,https://bugs.eclipse.org/bugs/show_bug.cgi?id=35092,ECLIPSE,
98814,CDT,Functional issue,NullPointerException and failed to launch debug session for a project,https://bugs.eclipse.org/bugs/show_bug.cgi?id=98814,ECLIPSE,
10015,CDT,Functional issue,Parsing of function declarations in stdio.h is broken.,10015,ECLIPSE,
43680,CDT,Functional issue,Fix Parser Error Handling,43680,ECLIPSE,
70267,CDT,Functional issue,TVT3.0: In japanese locale; automated discovery of include paths doesn't seem to work,70267,ECLIPSE,
530712,Community,Functional issue,jdt.debug.gerrit jobs failing,https://bugs.eclipse.org/bugs/show_bug.cgi?id=530712,ECLIPSE,
109230,Community,Functional issue,Generate some of Roadmap from project information files.,109230,ECLIPSE,
531283,Ease,Functional issue,[Rhino Debug] Debugger fails when trying to evaluate function arguments,https://bugs.eclipse.org/bugs/show_bug.cgi?id=531283,ECLIPSE,
426827,Edapt,Functional issue,EDAPT: Bug in ChangeAttributeType,https://bugs.eclipse.org/bugs/show_bug.cgi?id=426827,ECLIPSE,
344918,EMFT.facet,Functional issue,Bug between facets and customizations : BasicIndexOutOfBoundsException,https://bugs.eclipse.org/bugs/show_bug.cgi?id=344918,ECLIPSE,
158203,EPF,Functional issue,Persistency bug: processes store from href for selected Steps,https://bugs.eclipse.org/bugs/show_bug.cgi?id=158203,ECLIPSE,
5281,JDT,Functional issue,Step into resumes instead,5281,ECLIPSE,
19135,JDT,Functional issue,IllegalThreadStateException reconciling editor,19135,ECLIPSE,
19234,JDT,Functional issue,NPE in NewMethodCompletionProposal.apply,19234,ECLIPSE,
36465,JDT,Functional issue,Unable to create multiple source folders when not using bin for output,36465,ECLIPSE,
47049,JDT,Functional issue,[Builder] Build output folder not getting flushed because files are not marked as derived,47049,ECLIPSE,
439595,Jubula,Functional issue,Replace bug key input delay environment property,https://bugs.eclipse.org/bugs/show_bug.cgi?id=439595,ECLIPSE,
413637,Lyo,Functional issue,Bugzilla launch contains reference to /Users/mffiedler/.m2 in source lookup path,https://bugs.eclipse.org/bugs/show_bug.cgi?id=413637,ECLIPSE,
275079,M2T,Functional issue,Fix bugs in Xtend / Xpand middleend related to changes in MWE,https://bugs.eclipse.org/bugs/show_bug.cgi?id=275079,ECLIPSE,
232028,OCL,Functional issue,Bug in OperationCallExpOperations.checkArgumentsConform restriction,https://bugs.eclipse.org/bugs/show_bug.cgi?id=232028,ECLIPSE,
139476,PDT,Functional issue,J2EEModuleVirtualComponent.getManifestReferences() performance,https://bugs.eclipse.org/bugs/show_bug.cgi?id=139476,ECLIPSE,
147740,PDT,Functional issue,"There is the error displayed in the concole when running a file without ""Debug Info"" option.",https://bugs.eclipse.org/bugs/show_bug.cgi?id=147740,ECLIPSE,
149450,PDT,Functional issue,There is exception thrown if choosing directory for debug.,https://bugs.eclipse.org/bugs/show_bug.cgi?id=149450,ECLIPSE,
494869,PDT,Functional issue,NullPointerException in PHPDebugPlugin.getDebuggerId,https://bugs.eclipse.org/bugs/show_bug.cgi?id=494869,ECLIPSE,
58845,Platform,Functional issue,[Viewers] Error while debugging but no log,https://bugs.eclipse.org/bugs/show_bug.cgi?id=58845,ECLIPSE,
14291,Platform,Functional issue,NullPointerException in OpenWithMenu.fill(),14291,ECLIPSE,
16208,Platform,Functional issue,decorator creation not protected from failed plugin activation,16208,ECLIPSE,
16854,Platform,Functional issue,NPE in OleEditor,16854,ECLIPSE,
17981,Platform,Functional issue,Cycle Actions do not work in German,17981,ECLIPSE,
20474,Platform,Functional issue,[Dialogs] SelectionDialog should not return an initial selection of null,20474,ECLIPSE,
21981,Platform,Functional issue,NPE in TitleAreaDialog - Can't create a Java class.,21981,ECLIPSE,
26125,Platform,Functional issue,Workbench startup is throwing dialog rather than logging to .log,26125,ECLIPSE,
28630,Platform,Functional issue,[Preferences] NPE in font preference page on Apply,28630,ECLIPSE,
28638,Platform,Functional issue,[Preferences] Import Preferences: Crashes on eclipse,28638,ECLIPSE,
28727,Platform,Functional issue,[Dialogs] AssertionFailedException with M4 build while rebuilding my project,28727,ECLIPSE,
29426,Platform,Functional issue,DBCS:Copy/Paste DBCS failed between eclipse and gedit,29426,ECLIPSE,
34248,Platform,Functional issue,DBCS: shown up GnomeVFS-WARNING messages,34248,ECLIPSE,
41136,Platform,Functional issue,[Jobs] concurrent modification in progress view,41136,ECLIPSE,
63721,Platform,Functional issue,[Progress] NPE when deleting project,63721,ECLIPSE,
67729,Platform,Functional issue,NPE on startup (all the time!),67729,ECLIPSE,
67731,Platform,Functional issue,NPE on startup (part 2),67731,ECLIPSE,
82248,Platform,Functional issue,[Encoding] NullPointerException when changing file encoding,82248,ECLIPSE,
58542,Platform,Functional issue,Dangerous change to setSystem in MarkersViews,58542,ECLIPSE,
270739,Smila,Functional issue,[BUG: BinaryStorage Access] since rev300 BinaryStorage can not Access some files (see bug 269967),https://bugs.eclipse.org/bugs/show_bug.cgi?id=270739,ECLIPSE,
474194,TMF,Functional issue,NullPointerException in DebugSourceInstallingCompilationParticipant.buildFinished (149),https://bugs.eclipse.org/bugs/show_bug.cgi?id=474194,ECLIPSE,
144342,WTP Common Tools,Functional issue,[emfworkbench] SetCommand created by ModelModifier causes NPE when unset feature,https://bugs.eclipse.org/bugs/show_bug.cgi?id=144342,ECLIPSE,
146063,WTP Common Tools,Functional issue,[validation] Fix constructors for EnabledValidatorsOperation to remove asynch flag,https://bugs.eclipse.org/bugs/show_bug.cgi?id=146063,ECLIPSE,
115821,WTP Common Tools,Functional issue,[emfworkbench] NPE in ResourceSetImpl.getResource() during AutoBuild,115821,ECLIPSE,
92884,WTP Common Tools,Functional issue,Flexible Project: findResourcesBySourcePath with workspace relative path returns null,92884,ECLIPSE,
103048,WTP Common Tools,Functional issue,validator extension schema files are not in the builds,103048,ECLIPSE,
126325,WTP EJB Tools,Functional issue,[hotbug] Exceptions when XDoclet version is changed,https://bugs.eclipse.org/bugs/show_bug.cgi?id=126325,ECLIPSE,
295437,WTP Incubator,Functional issue,XQDT SF BUG#2883207: two dashes in an element,https://bugs.eclipse.org/bugs/show_bug.cgi?id=295437,ECLIPSE,
102958,WTP Java EE Tools,Functional issue,Module factory is failing to show the connector module,102958,ECLIPSE,
104449,WTP Java EE Tools,Functional issue,WebResource.getPath() is incorrect for a JSP unless the web folder is set to WebContent,104449,ECLIPSE,
128491,WTP Java EE Tools,Functional issue,[emfworkbench] ResourceSetWorkBenchEditSynchronizer releasing projecgt resource when it shouldn't,https://bugs.eclipse.org/bugs/show_bug.cgi?id=128491,ECLIPSE,
154227,WTP Java EE Tools,Functional issue,[j2ee] Bad import generated for package class from referenced generator model,https://bugs.eclipse.org/bugs/show_bug.cgi?id=154227,ECLIPSE,
64161,WTP Java EE Tools,Functional issue,Extending an abstract class fails,64161,ECLIPSE,
68175,WTP Java EE Tools,Functional issue,JavaReflectionAdaptor tries to load classes on a flush,68175,ECLIPSE,
106772,WTP Java EE Tools,Functional issue,Missing servlet class when import EAR,106772,ECLIPSE,
110265,WTP Java EE Tools,Functional issue,IVirtualFile.exist() returns incorrect value,110265,ECLIPSE,
92878,WTP Java EE Tools,Functional issue,Flexible Project: J2EE Web Module and builder creates incorrect structure and extra folders,92878,ECLIPSE,
93290,WTP Java EE Tools,Functional issue,Fix both SynchHelpers for Linux combo events,93290,ECLIPSE,
102897,WTP Java EE Tools,Functional issue,Fix EJBArtifactEdit.getEJBModuleRelative() to handle paths already relative,102897,ECLIPSE,
104153,WTP Java EE Tools,Functional issue,EAR import does not hook up EJB module and EJB client module,104153,ECLIPSE,
123595,WTP Source Editing,Functional issue,Opening xml from jar causes exception.,https://bugs.eclipse.org/bugs/show_bug.cgi?id=123595,ECLIPSE,
87614,WTP Source Editing,Functional issue,Race condition getting model causes UI adapters not to be registered in StructuredTextEditor,87614,ECLIPSE,
106324,WTP Source Editing,Functional issue,ModelManager#getNewModelForRead/Edit always throws ResourceAlreadyExists exception,106324,ECLIPSE,
106596,WTP Source Editing,Functional issue,IStructuredModel#releaseFromEdit() throws AssertionFailed Exception,106596,ECLIPSE,
108325,WTP Source Editing,Functional issue,"Typing enters text ""in place"" if exception occurs",108325,ECLIPSE,
110097,WTP Source Editing,Functional issue,Can't find .tld files by filename,110097,ECLIPSE,
113537,WTP Source Editing,Functional issue,Error in .log when creating new Web project,113537,ECLIPSE,
115244,WTP Source Editing,Functional issue,"Validate XML File; is always returning ""no constraints detected"" - patch supplied",115244,ECLIPSE,
92332,WTP Source Editing,Functional issue,Accidently included unintended 3PC code related to JS parser,92332,ECLIPSE,
105059,WTP Source Editing,Functional issue,File protocol gets truncated in CMDocumentFactoryXSD.createCMDocument(),105059,ECLIPSE,
102244,WTP Webservices,Functional issue,Unable to Create Web Service in J2EE 1.4 Web Project,102244,ECLIPSE,
103401,WTP Webservices,Functional issue,NullPointerException when associating service project with EAR project.,103401,ECLIPSE,
151614,WTP Webservices,Functional issue,OverwriteFilesEnabled=true does not have any effect in ant tasks,https://bugs.eclipse.org/bugs/show_bug.cgi?id=151614,ECLIPSE,
221164,WTP Webservices,Functional issue,Nullpointer Exception from WSDLNewFileOptionsPage,https://bugs.eclipse.org/bugs/show_bug.cgi?id=221164,ECLIPSE,
103065,WTP Webservices,Functional issue,WSExplorer does not show any input field in the form view,103065,ECLIPSE,
101337,WTP Webservices,Functional issue,WSDL in Java Project causes NPE in Web service Client wizard,101337,ECLIPSE,
387787,Xtend,Functional issue,Xtend debugging intermittently stops working,https://bugs.eclipse.org/bugs/show_bug.cgi?id=387787,ECLIPSE,
395482,Xtend,Functional issue,[debugger] line mapping different for Xtend-as-primary-source vs. SMAP,https://bugs.eclipse.org/bugs/show_bug.cgi?id=395482,ECLIPSE,
411185,Xtend,Functional issue,Bug in generated code when method throws an exception in constructor,https://bugs.eclipse.org/bugs/show_bug.cgi?id=411185,ECLIPSE,
104432,z_Archived,Functional issue,AC doesn't filter requests by interface,104432,ECLIPSE,
104433,z_Archived,Functional issue,AC doesn't send error responses,104433,ECLIPSE,
105214,z_Archived,Functional issue,TVT 3.1 - TCT 421 - Non-external string,105214,ECLIPSE,
230901,z_Archived,Functional issue,Bug in JSDLJobDescription#getJSDLString,https://bugs.eclipse.org/bugs/show_bug.cgi?id=230901,ECLIPSE,
232394,z_Archived,Functional issue,AgentController crashes when set to DEBUG log level,https://bugs.eclipse.org/bugs/show_bug.cgi?id=232394,ECLIPSE,
52872,z_Archived,Functional issue,z/OS RAC ASCII/EBCDIC translation problem,52872,ECLIPSE,
57485,z_Archived,Functional issue,IllegalArguementException in GoToSource action,57485,ECLIPSE,
60311,z_Archived,Functional issue,Profiling Launch: IProfilingType.launch doesn't always get called,60311,ECLIPSE,
61131,z_Archived,Functional issue,Deployment corrupts local jar files,61131,ECLIPSE,
63059,z_Archived,Functional issue,Child lost on snippet update,63059,ECLIPSE,
63914,z_Archived,Functional issue,Hyades M9 build breaks on 20040521 IES build,63914,ECLIPSE,
64121,z_Archived,Functional issue,Renaming project with VE open crashes Eclipse,64121,ECLIPSE,
64904,z_Archived,Functional issue,Perfmon agent remote registry connect fails,64904,ECLIPSE,
65155,z_Archived,Functional issue,Build break; PDE internal change,65155,ECLIPSE,
65166,z_Archived,Functional issue,LINUX OS/390 – RAC dies if terminate the java app through workbench,65166,ECLIPSE,
67495,z_Archived,Functional issue,Non-English EMF CBE resources are corrupted.,67495,ECLIPSE,
67932,z_Archived,Functional issue,JJet compilation of templates cause extra CR.\LF.,67932,ECLIPSE,
69494,z_Archived,Functional issue,new visual bean wizard generates wrong code for OTHER,69494,ECLIPSE,
70092,z_Archived,Functional issue,Exception error occurs when selecting SWT style on new Visual Class dialog,70092,ECLIPSE,
72897,z_Archived,Functional issue,Snippet update of all components caused remote vm to crash; error message,72897,ECLIPSE,
73930,z_Archived,Functional issue,Deadlock between image refresh and instantiate,73930,ECLIPSE,
73952,z_Archived,Functional issue,getClassPath in TemplateUtil always failing on Linux and OS-X,73952,ECLIPSE,
75110,z_Archived,Functional issue,parameters/return value should be constructed only when there is data available,75110,ECLIPSE,
75725,z_Archived,Functional issue,Application template puts settings in wrong order,75725,ECLIPSE,
80588,z_Archived,Functional issue,Importing log files from AIX fails altogether; causing the RAC to shut-down.,80588,ECLIPSE,
80709,z_Archived,Functional issue,HTTP Recorder doesn't stop; no test can be generated,80709,ECLIPSE,
80869,z_Archived,Functional issue,Dynamic discovery not working properly,80869,ECLIPSE,
81446,z_Archived,Functional issue,Dynamic discovery not working properly,81446,ECLIPSE,
82692,z_Archived,Functional issue,Expose public access to existing method in internal package to enable access to Editor extensions,82692,ECLIPSE,
84349,z_Archived,Functional issue,Opening a class with a SWT Shell throws StringIndexOutOfBoundsException,84349,ECLIPSE,
84701,z_Archived,Functional issue,(Mon) When trying to import an HTTP access log file and error occurs,84701,ECLIPSE,
